source_table,ods_table,business_area,data_domain,domain_name,source_kind,disposition,target_layer,target_table,grain,load_strategy,optional_module,confidence,sensitivity,rationale
m_holiday,ods_fineract_m_holiday,CHNL,ORGN,机构与员工,master_or_reference,standalone_dimension,DIM,dim_holiday,id,full_snapshot,False,human_reviewed,internal,Holiday is stable calendar reference data with office applicability modeled separately.
m_holiday_office,ods_fineract_m_holiday_office,CHNL,ORGN,机构与员工,master_or_reference,bridge_source,DWD,bridge_office_holiday,"holiday_id, office_id",full_replay,False,human_reviewed,internal,Composite relation is a bridge and inherits its effective interval from the holiday.
m_hook,ods_fineract_m_hook,OTHR,OPER,平台运营与安全,technical,operational_only,NONE,,id,ods_full_snapshot,False,candidate,internal,已完成领域和处置分类；未通过独立粒度评审，保留 ODS 并作为后续维度、事实、快照或运维模型的候选组成来源。
m_hook_configuration,ods_fineract_m_hook_configuration,OTHR,OPER,平台运营与安全,technical,security_excluded,NONE,,id,ods_full_snapshot,False,security_reviewed,restricted,包含密码、令牌或认证凭据，仅保留受限 ODS，禁止进入普通分析层。
m_hook_registered_events,ods_fineract_m_hook_registered_events,OTHR,OPER,平台运营与安全,technical,operational_only,NONE,,id,ods_full_snapshot,False,candidate,internal,已完成领域和处置分类；未通过独立粒度评审，保留 ODS 并作为后续维度、事实、快照或运维模型的候选组成来源。
m_hook_schema,ods_fineract_m_hook_schema,OTHR,OPER,平台运营与安全,technical,operational_only,NONE,,id,ods_full_snapshot,False,candidate,internal,已完成领域和处置分类；未通过独立粒度评审，保留 ODS 并作为后续维度、事实、快照或运维模型的候选组成来源。
m_hook_templates,ods_fineract_m_hook_templates,OTHR,OPER,平台运营与安全,technical,operational_only,NONE,,id,ods_full_snapshot,False,candidate,internal,已完成领域和处置分类；未通过独立粒度评审，保留 ODS 并作为后续维度、事实、快照或运维模型的候选组成来源。
m_image,ods_fineract_m_image,CHNL,CHNL,渠道与客户服务,master_or_reference,component_source,NONE,,id,ods_full_snapshot,False,candidate,restricted,已完成领域和处置分类；未通过独立粒度评审，保留 ODS 并作为后续维度、事实、快照或运维模型的候选组成来源。
m_import_document,ods_fineract_m_import_document,CHNL,CHNL,渠道与客户服务,master_or_reference,component_source,NONE,,id,ods_full_snapshot,False,candidate,internal,已完成领域和处置分类；未通过独立粒度评审，保留 ODS 并作为后续维度、事实、快照或运维模型的候选组成来源。
m_interest_incentives,ods_fineract_m_interest_incentives,OTHR,OTHR,其它银行运营,master_or_reference,component_source,NONE,,id,ods_full_snapshot,False,candidate,internal,已完成领域和处置分类；未通过独立粒度评审，保留 ODS 并作为后续维度、事实、快照或运维模型的候选组成来源。
m_interest_rate_chart,ods_fineract_m_interest_rate_chart,OTHR,PROD,产品、定价与税费,master_or_reference,component_source,NONE,,id,ods_full_snapshot,False,candidate,internal,已完成领域和处置分类；未通过独立粒度评审，保留 ODS 并作为后续维度、事实、快照或运维模型的候选组成来源。
m_interest_rate_slab,ods_fineract_m_interest_rate_slab,OTHR,PROD,产品、定价与税费,master_or_reference,component_source,NONE,,id,ods_full_snapshot,False,candidate,internal,已完成领域和处置分类；未通过独立粒度评审，保留 ODS 并作为后续维度、事实、快照或运维模型的候选组成来源。
m_journal_entry_aggregation_summary,ods_fineract_m_journal_entry_aggregation_summary,FMAN,FINA,总账与财务,event_or_relation,snapshot_source,DWD,dwd_gl_aggregation_summary,"gl_account_id, product_id, office_id, entity_type_enum, external_owner_id, manual_entry, aggregated_on_date",full_replay,False,human_reviewed,internal,Source stores explicit dated debit and credit aggregations with conformed accounting roles.
m_journal_entry_aggregation_tracking,ods_fineract_m_journal_entry_aggregation_tracking,FMAN,FINA,总账与财务,event_or_relation,standalone_fact,DWD,dwd_gl_aggregation_run,id,full_replay,False,human_reviewed,internal,Run header is useful audit lineage but must remain distinct from monetary aggregation results.
m_loan,ods_fineract_m_loan,LOAN,LOAN,贷款与信贷,master_or_reference,standalone_dimension,DIM,dim_loan_account,id,full_snapshot,False,human_reviewed,restricted,Durable account descriptors belong in DIM; balances and cumulative servicing amounts are snapshot facts.
m_loan_account_locks,ods_fineract_m_loan_account_locks,LOAN,LOAN,贷款与信贷,master_or_reference,component_source,NONE,,loan_id,ods_full_snapshot,False,candidate,internal,已完成领域和处置分类；未通过独立粒度评审，保留 ODS 并作为后续维度、事实、快照或运维模型的候选组成来源。
m_loan_amortization_allocation_mapping,ods_fineract_m_loan_amortization_allocation_mapping,LOAN,LOAN,贷款与信贷,event_or_relation,bridge_source,NONE,,id,ods_full_snapshot,False,candidate,internal,已完成领域和处置分类；未通过独立粒度评审，保留 ODS 并作为后续维度、事实、快照或运维模型的候选组成来源。
m_loan_approved_amount_history,ods_fineract_m_loan_approved_amount_history,LOAN,LOAN,贷款与信贷,event_or_relation,standalone_fact,DWD,dwd_loan_approval_event,id,full_replay,False,human_reviewed,restricted,Approval amount history is valid after replacing the invalid process and naming the change-event grain.
m_loan_arrears_aging,ods_fineract_m_loan_arrears_aging,LOAN,LOAN,贷款与信贷,master_or_reference,snapshot_source,DWD,dwd_loan_arrears_snapshot,"loan_id, snapshot_date",full_replay,False,human_reviewed,restricted,Source is current one-row-per-loan arrears state; a generated snapshot date is mandatory for history.
m_loan_buy_down_fee_balance,ods_fineract_m_loan_buy_down_fee_balance,LOAN,LOAN,贷款与信贷,master_or_reference,snapshot_source,DWD,dwd_loan_buy_down_fee_balance,id,full_replay,False,human_reviewed,restricted,"Source has explicit date, amount, unrecognized and charged-off balance measures."
m_loan_capitalized_income_balance,ods_fineract_m_loan_capitalized_income_balance,LOAN,LOAN,贷款与信贷,master_or_reference,snapshot_source,DWD,dwd_loan_capitalized_income_balance,id,full_replay,False,human_reviewed,restricted,"Source has explicit date, amount, unrecognized and charged-off balance measures."
m_loan_charge,ods_fineract_m_loan_charge,LOAN,LOAN,贷款与信贷,master_or_reference,snapshot_source,DWD,dwd_loan_charge,id,full_replay,False,human_reviewed,restricted,Charge balances are accumulating servicing facts and use loan repayment as the canonical process.
m_loan_charge_paid_by,ods_fineract_m_loan_charge_paid_by,LOAN,LOAN,贷款与信贷,event_or_relation,standalone_fact,DWD,dwd_loan_charge_allocation,"loan_charge_id, loan_transaction_id, id",full_replay,False,human_reviewed,restricted,Allocation needs its parent loan transaction to provide event time and loan context.
m_loan_charge_tax_details,ods_fineract_m_loan_charge_tax_details,LOAN,LOAN,贷款与信贷,master_or_reference,component_source,NONE,,id,ods_full_snapshot,False,candidate,internal,已完成领域和处置分类；未通过独立粒度评审，保留 ODS 并作为后续维度、事实、快照或运维模型的候选组成来源。
m_loan_collateral,ods_fineract_m_loan_collateral,LOAN,LOAN,贷款与信贷,master_or_reference,component_source,NONE,,id,ods_full_snapshot,False,candidate,internal,已完成领域和处置分类；未通过独立粒度评审，保留 ODS 并作为后续维度、事实、快照或运维模型的候选组成来源。
m_loan_collateral_management,ods_fineract_m_loan_collateral_management,LOAN,LOAN,贷款与信贷,master_or_reference,standalone_fact,DWD,dwd_loan_collateral_pledge,id,full_replay,False,human_reviewed,restricted,Pledge is a loan-collateral relationship with quantity and transaction provenance.
m_loan_credit_allocation_rule,ods_fineract_m_loan_credit_allocation_rule,LOAN,LOAN,贷款与信贷,event_or_relation,rule_reference,NONE,,id,ods_full_snapshot,False,candidate,internal,已完成领域和处置分类；未通过独立粒度评审，保留 ODS 并作为后续维度、事实、快照或运维模型的候选组成来源。
m_loan_delinquency_action,ods_fineract_m_loan_delinquency_action,LOAN,LOAN,贷款与信贷,event_or_relation,standalone_fact,DWD,dwd_collection_action,id,full_replay,False,human_reviewed,restricted,Start and end dates define a loan collection-action interval.
m_loan_delinquency_tag_history,ods_fineract_m_loan_delinquency_tag_history,LOAN,LOAN,贷款与信贷,event_or_relation,standalone_fact,DWD,dwd_loan_delinquency_event,id,full_replay,False,human_reviewed,restricted,Added and lifted dates define an explicit loan delinquency interval.
m_loan_disbursement_detail,ods_fineract_m_loan_disbursement_detail,LOAN,LOAN,贷款与信贷,master_or_reference,standalone_fact,DWD,dwd_loan_disbursement,id,full_replay,False,human_reviewed,restricted,Tranche-level expected and actual dates and amounts define a clear disbursement fact.
m_loan_installment_charge,ods_fineract_m_loan_installment_charge,LOAN,LOAN,贷款与信贷,event_or_relation,standalone_fact,DWD,dwd_loan_installment_charge,"loan_schedule_id, loan_charge_id, id",full_replay,False,human_reviewed,restricted,Source is an installment-charge allocation with due and settlement amounts.
m_loan_installment_delinquency_tag,ods_fineract_m_loan_installment_delinquency_tag,LOAN,LOAN,贷款与信贷,event_or_relation,component_source,NONE,,id,ods_full_snapshot,False,candidate,internal,已完成领域和处置分类；未通过独立粒度评审，保留 ODS 并作为后续维度、事实、快照或运维模型的候选组成来源。
m_loan_interest_recalculation_additional_details,ods_fineract_m_loan_interest_recalculation_additional_details,LOAN,LOAN,贷款与信贷,master_or_reference,component_source,NONE,,id,ods_full_snapshot,False,candidate,internal,已完成领域和处置分类；未通过独立粒度评审，保留 ODS 并作为后续维度、事实、快照或运维模型的候选组成来源。
m_loan_officer_assignment_history,ods_fineract_m_loan_officer_assignment_history,LOAN,LOAN,贷款与信贷,event_or_relation,standalone_fact,DWD,dwd_loan_officer_assignment,id,full_replay,False,human_reviewed,restricted,Assignment is an effective relationship and uses a canonical operations process.
m_loan_originator,ods_fineract_m_loan_originator,LOAN,LOAN,贷款与信贷,master_or_reference,component_source,NONE,,id,ods_full_snapshot,False,candidate,internal,已完成领域和处置分类；未通过独立粒度评审，保留 ODS 并作为后续维度、事实、快照或运维模型的候选组成来源。
m_loan_originator_mapping,ods_fineract_m_loan_originator_mapping,LOAN,LOAN,贷款与信贷,event_or_relation,bridge_source,NONE,,id,ods_full_snapshot,False,candidate,internal,已完成领域和处置分类；未通过独立粒度评审，保留 ODS 并作为后续维度、事实、快照或运维模型的候选组成来源。
m_loan_overdue_installment_charge,ods_fineract_m_loan_overdue_installment_charge,LOAN,LOAN,贷款与信贷,event_or_relation,component_source,NONE,,id,ods_full_snapshot,False,candidate,internal,已完成领域和处置分类；未通过独立粒度评审，保留 ODS 并作为后续维度、事实、快照或运维模型的候选组成来源。
m_loan_payment_allocation_rule,ods_fineract_m_loan_payment_allocation_rule,LOAN,LOAN,贷款与信贷,event_or_relation,rule_reference,NONE,,id,ods_full_snapshot,False,candidate,internal,已完成领域和处置分类；未通过独立粒度评审，保留 ODS 并作为后续维度、事实、快照或运维模型的候选组成来源。
m_loan_product_credit_allocation_rule,ods_fineract_m_loan_product_credit_allocation_rule,LOAN,LOAN,贷款与信贷,event_or_relation,rule_reference,NONE,,id,ods_full_snapshot,False,candidate,internal,已完成领域和处置分类；未通过独立粒度评审，保留 ODS 并作为后续维度、事实、快照或运维模型的候选组成来源。
m_loan_product_payment_allocation_rule,ods_fineract_m_loan_product_payment_allocation_rule,LOAN,LOAN,贷款与信贷,event_or_relation,rule_reference,NONE,,id,ods_full_snapshot,False,candidate,internal,已完成领域和处置分类；未通过独立粒度评审，保留 ODS 并作为后续维度、事实、快照或运维模型的候选组成来源。
m_loan_progressive_model,ods_fineract_m_loan_progressive_model,LOAN,LOAN,贷款与信贷,master_or_reference,component_source,NONE,,id,ods_full_snapshot,False,candidate,internal,已完成领域和处置分类；未通过独立粒度评审，保留 ODS 并作为后续维度、事实、快照或运维模型的候选组成来源。
m_loan_rate,ods_fineract_m_loan_rate,LOAN,LOAN,贷款与信贷,master_or_reference,standalone_dimension,DIM,bridge_loan_rate,"loan_id, rate_id",full_snapshot,False,human_reviewed,internal,Source has no period dates; current target invents a period that does not exist.
m_loan_reage_parameter,ods_fineract_m_loan_reage_parameter,LOAN,LOAN,贷款与信贷,master_or_reference,component_source,NONE,,id,ods_full_snapshot,False,candidate,internal,已完成领域和处置分类；未通过独立粒度评审，保留 ODS 并作为后续维度、事实、快照或运维模型的候选组成来源。
m_loan_reamortization_parameter,ods_fineract_m_loan_reamortization_parameter,LOAN,LOAN,贷款与信贷,master_or_reference,component_source,NONE,,id,ods_full_snapshot,False,candidate,internal,已完成领域和处置分类；未通过独立粒度评审，保留 ODS 并作为后续维度、事实、快照或运维模型的候选组成来源。
m_loan_recalculation_details,ods_fineract_m_loan_recalculation_details,LOAN,LOAN,贷款与信贷,master_or_reference,standalone_dimension,DIM,dim_loan_interest_terms_satellite,loan_id,full_snapshot,False,human_reviewed,internal,Source is loan-level calculation configuration and has no recalculation event date.
m_loan_repayment_schedule,ods_fineract_m_loan_repayment_schedule,LOAN,LOAN,贷款与信贷,event_or_relation,snapshot_source,DWD,dwd_loan_installment,"loan_id, installment, id",full_replay,False,human_reviewed,restricted,"Schedule row is an accumulating installment fact and must include all principal, interest, fee and penalty states."
m_loan_repayment_schedule_history,ods_fineract_m_loan_repayment_schedule_history,LOAN,LOAN,贷款与信贷,event_or_relation,snapshot_source,DWD,dwd_loan_installment_version,"loan_id, loan_reschedule_request_id, version, installment",full_replay,False,human_reviewed,restricted,Semantic grain must identify schedule version and installment rather than only the surrogate id.
m_loan_reschedule_request,ods_fineract_m_loan_reschedule_request,LOAN,LOAN,贷款与信贷,event_or_relation,snapshot_source,DWD,dwd_loan_restructure_event,id,full_replay,False,human_reviewed,restricted,"Submitted, approved and rejected dates define a clear restructuring lifecycle."
m_loan_reschedule_request_term_variations_mapping,ods_fineract_m_loan_reschedule_request_term_variations_mapping,LOAN,LOAN,贷款与信贷,event_or_relation,bridge_source,NONE,,id,ods_full_snapshot,False,candidate,internal,已完成领域和处置分类；未通过独立粒度评审，保留 ODS 并作为后续维度、事实、快照或运维模型的候选组成来源。
m_loan_status_change_history,ods_fineract_m_loan_status_change_history,LOAN,LOAN,贷款与信贷,event_or_relation,standalone_fact,DWD,dwd_loan_lifecycle_event,id,full_replay,False,human_reviewed,restricted,Status-change history is valid after replacing the invalid generic loan-management process.
m_loan_term_variations,ods_fineract_m_loan_term_variations,LOAN,LOAN,贷款与信贷,master_or_reference,component_source,NONE,,id,ods_full_snapshot,False,candidate,internal,已完成领域和处置分类；未通过独立粒度评审，保留 ODS 并作为后续维度、事实、快照或运维模型的候选组成来源。
m_loan_topup,ods_fineract_m_loan_topup,LOAN,LOAN,贷款与信贷,master_or_reference,component_source,NONE,,id,ods_full_snapshot,False,candidate,internal,已完成领域和处置分类；未通过独立粒度评审，保留 ODS 并作为后续维度、事实、快照或运维模型的候选组成来源。
m_loan_tranche_charges,ods_fineract_m_loan_tranche_charges,LOAN,LOAN,贷款与信贷,master_or_reference,component_source,NONE,,id,ods_full_snapshot,False,candidate,internal,已完成领域和处置分类；未通过独立粒度评审，保留 ODS 并作为后续维度、事实、快照或运维模型的候选组成来源。
m_loan_tranche_disbursement_charge,ods_fineract_m_loan_tranche_disbursement_charge,LOAN,LOAN,贷款与信贷,master_or_reference,component_source,NONE,,id,ods_full_snapshot,False,candidate,internal,已完成领域和处置分类；未通过独立粒度评审，保留 ODS 并作为后续维度、事实、快照或运维模型的候选组成来源。
m_loan_transaction,ods_fineract_m_loan_transaction,LOAN,LOAN,贷款与信贷,event_or_relation,standalone_fact,DWD,dwd_loan_transaction,id,full_replay,False,human_reviewed,restricted,Source is the core dated loan transaction with component amounts and reversal semantics.
m_loan_transaction_relation,ods_fineract_m_loan_transaction_relation,LOAN,LOAN,贷款与信贷,event_or_relation,bridge_source,DWD,bridge_loan_transaction_relation,id,full_replay,False,human_reviewed,restricted,Typed relationship is a bridge and inherits dates from the participating transactions.
m_loan_transaction_repayment_schedule_mapping,ods_fineract_m_loan_transaction_repayment_schedule_mapping,LOAN,LOAN,贷款与信贷,event_or_relation,standalone_fact,DWD,dwd_loan_repayment_allocation,"loan_transaction_id, loan_repayment_schedule_id, id",full_replay,False,human_reviewed,restricted,Parent loan transaction provides event time while allocation fields provide component amounts.
m_loanproduct_provisioning_entry,ods_fineract_m_loanproduct_provisioning_entry,LOAN,LOAN,贷款与信贷,master_or_reference,snapshot_source,DWD,dwd_loan_provision_entry,"history_id, office_id, product_id, category_id, criteria_id, id",full_replay,False,human_reviewed,internal,Run enrichment is correct; normalize the source typo reseve_amount to semantic metric reserve_amount.
m_loanproduct_provisioning_mapping,ods_fineract_m_loanproduct_provisioning_mapping,LOAN,LOAN,贷款与信贷,event_or_relation,bridge_source,NONE,,id,ods_full_snapshot,False,candidate,internal,已完成领域和处置分类；未通过独立粒度评审，保留 ODS 并作为后续维度、事实、快照或运维模型的候选组成来源。
m_mandatory_savings_schedule,ods_fineract_m_mandatory_savings_schedule,DPST,DPST,存款与储蓄,event_or_relation,component_source,NONE,,id,ods_full_snapshot,False,candidate,internal,已完成领域和处置分类；未通过独立粒度评审，保留 ODS 并作为后续维度、事实、快照或运维模型的候选组成来源。
m_meeting,ods_fineract_m_meeting,CHNL,CHNL,渠道与客户服务,master_or_reference,component_source,NONE,,id,ods_full_snapshot,False,candidate,internal,已完成领域和处置分类；未通过独立粒度评审，保留 ODS 并作为后续维度、事实、快照或运维模型的候选组成来源。
m_note,ods_fineract_m_note,CHNL,CHNL,渠道与客户服务,master_or_reference,component_source,NONE,,id,ods_full_snapshot,False,candidate,restricted,已完成领域和处置分类；未通过独立粒度评审，保留 ODS 并作为后续维度、事实、快照或运维模型的候选组成来源。
m_office,ods_fineract_m_office,CHNL,ORGN,机构与员工,master_or_reference,standalone_dimension,DIM,dim_office,id,full_snapshot,False,human_reviewed,internal,Office is a conformed hierarchical organization dimension.
m_office_transaction,ods_fineract_m_office_transaction,PAYM,PAYM,支付结算,event_or_relation,standalone_fact,DWD,dwd_office_cash_transfer,id,full_replay,False,human_reviewed,internal,Monetary event is valid after replacing the invalid generated payment-management code.
m_organisation_creditbureau,ods_fineract_m_organisation_creditbureau,LOAN,LOAN,贷款与信贷,master_or_reference,component_source,NONE,,id,ods_full_snapshot,False,candidate,internal,已完成领域和处置分类；未通过独立粒度评审，保留 ODS 并作为后续维度、事实、快照或运维模型的候选组成来源。
m_organisation_currency,ods_fineract_m_organisation_currency,OTHR,PROD,产品、定价与税费,master_or_reference,component_source,NONE,,id,ods_full_snapshot,False,candidate,internal,已完成领域和处置分类；未通过独立粒度评审，保留 ODS 并作为后续维度、事实、快照或运维模型的候选组成来源。
m_password_validation_policy,ods_fineract_m_password_validation_policy,OTHR,OTHR,其它银行运营,master_or_reference,component_source,NONE,,id,ods_full_snapshot,False,candidate,internal,已完成领域和处置分类；未通过独立粒度评审，保留 ODS 并作为后续维度、事实、快照或运维模型的候选组成来源。
m_payment_detail,ods_fineract_m_payment_detail,PAYM,PAYM,支付结算,master_or_reference,component_source,NONE,,id,ods_full_snapshot,False,candidate,restricted,已完成领域和处置分类；未通过独立粒度评审，保留 ODS 并作为后续维度、事实、快照或运维模型的候选组成来源。
m_payment_type,ods_fineract_m_payment_type,PAYM,PAYM,支付结算,master_or_reference,standalone_dimension,DIM,dim_payment_type,id,full_snapshot,False,human_reviewed,internal,Payment type is stable reference data.
m_permission,ods_fineract_m_permission,OTHR,OPER,平台运营与安全,technical,operational_only,NONE,,id,ods_full_snapshot,False,candidate,internal,已完成领域和处置分类；未通过独立粒度评审，保留 ODS 并作为后续维度、事实、快照或运维模型的候选组成来源。
m_portfolio_account_associations,ods_fineract_m_portfolio_account_associations,OTHR,OTHR,其它银行运营,master_or_reference,component_source,NONE,,id,ods_full_snapshot,False,candidate,internal,已完成领域和处置分类；未通过独立粒度评审，保留 ODS 并作为后续维度、事实、快照或运维模型的候选组成来源。
m_portfolio_command_source,ods_fineract_m_portfolio_command_source,OTHR,OPER,平台运营与安全,technical,security_excluded,NONE,,id,ods_full_snapshot,False,security_reviewed,restricted,包含密码、令牌或认证凭据，仅保留受限 ODS，禁止进入普通分析层。
m_product_loan,ods_fineract_m_product_loan,LOAN,LOAN,贷款与信贷,master_or_reference,standalone_dimension,DIM,dim_loan_product,id,full_snapshot,False,human_reviewed,internal,Loan product is reusable pricing and servicing reference data.
m_product_loan_charge,ods_fineract_m_product_loan_charge,LOAN,LOAN,贷款与信贷,master_or_reference,component_source,NONE,,"product_loan_id, charge_id",ods_full_snapshot,False,candidate,internal,已完成领域和处置分类；未通过独立粒度评审，保留 ODS 并作为后续维度、事实、快照或运维模型的候选组成来源。
m_product_loan_configurable_attributes,ods_fineract_m_product_loan_configurable_attributes,LOAN,LOAN,贷款与信贷,master_or_reference,component_source,NONE,,id,ods_full_snapshot,False,candidate,internal,已完成领域和处置分类；未通过独立粒度评审，保留 ODS 并作为后续维度、事实、快照或运维模型的候选组成来源。
m_product_loan_floating_rates,ods_fineract_m_product_loan_floating_rates,LOAN,LOAN,贷款与信贷,master_or_reference,component_source,NONE,,id,ods_full_snapshot,False,candidate,internal,已完成领域和处置分类；未通过独立粒度评审，保留 ODS 并作为后续维度、事实、快照或运维模型的候选组成来源。
m_product_loan_guarantee_details,ods_fineract_m_product_loan_guarantee_details,LOAN,LOAN,贷款与信贷,master_or_reference,component_source,NONE,,id,ods_full_snapshot,False,candidate,internal,已完成领域和处置分类；未通过独立粒度评审，保留 ODS 并作为后续维度、事实、快照或运维模型的候选组成来源。
m_product_loan_rate,ods_fineract_m_product_loan_rate,LOAN,LOAN,贷款与信贷,master_or_reference,component_source,NONE,,"product_loan_id, rate_id",ods_full_snapshot,False,candidate,internal,已完成领域和处置分类；未通过独立粒度评审，保留 ODS 并作为后续维度、事实、快照或运维模型的候选组成来源。
m_product_loan_recalculation_details,ods_fineract_m_product_loan_recalculation_details,LOAN,LOAN,贷款与信贷,master_or_reference,component_source,NONE,,id,ods_full_snapshot,False,candidate,internal,已完成领域和处置分类；未通过独立粒度评审，保留 ODS 并作为后续维度、事实、快照或运维模型的候选组成来源。
m_product_loan_variable_installment_config,ods_fineract_m_product_loan_variable_installment_config,LOAN,LOAN,贷款与信贷,event_or_relation,component_source,NONE,,id,ods_full_snapshot,False,candidate,internal,已完成领域和处置分类；未通过独立粒度评审，保留 ODS 并作为后续维度、事实、快照或运维模型的候选组成来源。
m_product_loan_variations_borrower_cycle,ods_fineract_m_product_loan_variations_borrower_cycle,LOAN,LOAN,贷款与信贷,master_or_reference,component_source,NONE,,id,ods_full_snapshot,False,candidate,internal,已完成领域和处置分类；未通过独立粒度评审，保留 ODS 并作为后续维度、事实、快照或运维模型的候选组成来源。
m_product_mix,ods_fineract_m_product_mix,OTHR,PROD,产品、定价与税费,master_or_reference,component_source,NONE,,id,ods_full_snapshot,False,candidate,internal,已完成领域和处置分类；未通过独立粒度评审，保留 ODS 并作为后续维度、事实、快照或运维模型的候选组成来源。
m_provision_category,ods_fineract_m_provision_category,LOAN,LOAN,贷款与信贷,master_or_reference,standalone_dimension,DIM,dim_provision_category,id,full_snapshot,False,human_reviewed,internal,Provision category is stable credit-risk reference data.
m_provisioning_criteria,ods_fineract_m_provisioning_criteria,LOAN,LOAN,贷款与信贷,master_or_reference,rule_reference,NONE,,id,ods_full_snapshot,False,candidate,internal,已完成领域和处置分类；未通过独立粒度评审，保留 ODS 并作为后续维度、事实、快照或运维模型的候选组成来源。
m_provisioning_criteria_definition,ods_fineract_m_provisioning_criteria_definition,LOAN,LOAN,贷款与信贷,master_or_reference,rule_reference,NONE,,id,ods_full_snapshot,False,candidate,internal,已完成领域和处置分类；未通过独立粒度评审，保留 ODS 并作为后续维度、事实、快照或运维模型的候选组成来源。
m_provisioning_history,ods_fineract_m_provisioning_history,LOAN,LOAN,贷款与信贷,event_or_relation,standalone_fact,DWD,dwd_loan_provision_run,id,full_replay,False,human_reviewed,internal,Source is the audited run header for provisioning result entries.
m_rate,ods_fineract_m_rate,OTHR,PROD,产品、定价与税费,master_or_reference,standalone_dimension,DIM,dim_rate,id,full_snapshot,False,human_reviewed,internal,Percentage and approval state are time-sensitive and require effective-version semantics.
m_repayment_with_post_dated_checks,ods_fineract_m_repayment_with_post_dated_checks,PAYM,PAYM,支付结算,master_or_reference,component_source,NONE,,id,ods_full_snapshot,False,candidate,restricted,已完成领域和处置分类；未通过独立粒度评审，保留 ODS 并作为后续维度、事实、快照或运维模型的候选组成来源。
m_report_mailing_job,ods_fineract_m_report_mailing_job,OTHR,REFR,公共参考与元数据,technical,security_excluded,NONE,,id,ods_full_snapshot,False,security_reviewed,restricted,包含密码、令牌或认证凭据，仅保留受限 ODS，禁止进入普通分析层。
m_report_mailing_job_configuration,ods_fineract_m_report_mailing_job_configuration,OTHR,REFR,公共参考与元数据,technical,security_excluded,NONE,,id,ods_full_snapshot,False,security_reviewed,restricted,包含密码、令牌或认证凭据，仅保留受限 ODS，禁止进入普通分析层。
