source_table,ods_table,business_area,data_domain,domain_name,source_kind,disposition,target_layer,target_table,grain,load_strategy,optional_module,confidence,sensitivity,rationale
m_report_mailing_job_run_history,ods_fineract_m_report_mailing_job_run_history,OTHR,REFR,公共参考与元数据,technical,operational_only,NONE,,id,ods_full_snapshot,False,candidate,internal,已完成领域和处置分类；未通过独立粒度评审，保留 ODS 并作为后续维度、事实、快照或运维模型的候选组成来源。
m_role,ods_fineract_m_role,OTHR,OPER,平台运营与安全,technical,operational_only,NONE,,id,ods_full_snapshot,False,candidate,internal,已完成领域和处置分类；未通过独立粒度评审，保留 ODS 并作为后续维度、事实、快照或运维模型的候选组成来源。
m_role_permission,ods_fineract_m_role_permission,OTHR,OPER,平台运营与安全,technical,operational_only,NONE,,"role_id, permission_id",ods_full_snapshot,False,candidate,internal,已完成领域和处置分类；未通过独立粒度评审，保留 ODS 并作为后续维度、事实、快照或运维模型的候选组成来源。
m_savings_account,ods_fineract_m_savings_account,DPST,DPST,存款与储蓄,master_or_reference,standalone_dimension,DIM,dim_deposit_account,id,full_snapshot,False,human_reviewed,restricted,Durable account attributes belong in DIM while balances and cumulative amounts require snapshots.
m_savings_account_charge,ods_fineract_m_savings_account_charge,DPST,DPST,存款与储蓄,master_or_reference,snapshot_source,DWD,dwd_deposit_charge,id,full_replay,False,human_reviewed,restricted,Charge balances are accumulating facts; canonical process replaces the invalid generated code.
m_savings_account_charge_paid_by,ods_fineract_m_savings_account_charge_paid_by,DPST,DPST,存款与储蓄,event_or_relation,standalone_fact,DWD,dwd_deposit_charge_allocation,"savings_account_charge_id, savings_account_transaction_id, id",full_replay,False,human_reviewed,restricted,Allocation needs its parent transaction to provide business date and account context.
m_savings_account_interest_rate_chart,ods_fineract_m_savings_account_interest_rate_chart,DPST,DPST,存款与储蓄,master_or_reference,component_source,NONE,,id,ods_full_snapshot,False,candidate,internal,已完成领域和处置分类；未通过独立粒度评审，保留 ODS 并作为后续维度、事实、快照或运维模型的候选组成来源。
m_savings_account_interest_rate_slab,ods_fineract_m_savings_account_interest_rate_slab,DPST,DPST,存款与储蓄,master_or_reference,component_source,NONE,,id,ods_full_snapshot,False,candidate,internal,已完成领域和处置分类；未通过独立粒度评审，保留 ODS 并作为后续维度、事实、快照或运维模型的候选组成来源。
m_savings_account_transaction,ods_fineract_m_savings_account_transaction,DPST,DPST,存款与储蓄,event_or_relation,standalone_fact,DWD,dwd_deposit_transaction,id,full_replay,False,human_reviewed,restricted,"Source is the core dated deposit transaction with amount, reversal and running-balance semantics."
m_savings_account_transaction_tax_details,ods_fineract_m_savings_account_transaction_tax_details,DPST,DPST,存款与储蓄,event_or_relation,standalone_fact,DWD,dwd_deposit_transaction_tax,"savings_transaction_id, tax_component_id, id",full_replay,False,human_reviewed,restricted,Tax detail must inherit transaction date and account context from its parent.
m_savings_interest_incentives,ods_fineract_m_savings_interest_incentives,DPST,DPST,存款与储蓄,master_or_reference,component_source,NONE,,id,ods_full_snapshot,False,candidate,internal,已完成领域和处置分类；未通过独立粒度评审，保留 ODS 并作为后续维度、事实、快照或运维模型的候选组成来源。
m_savings_officer_assignment_history,ods_fineract_m_savings_officer_assignment_history,DPST,DPST,存款与储蓄,event_or_relation,standalone_fact,DWD,dwd_deposit_officer_assignment,id,full_replay,False,human_reviewed,restricted,"Assignment history is an effective relationship, not a monetary fact."
m_savings_product,ods_fineract_m_savings_product,DPST,DPST,存款与储蓄,master_or_reference,standalone_dimension,DIM,dim_deposit_product,id,full_snapshot,False,human_reviewed,internal,Deposit product is reusable reference data across deposit accounts and transactions.
m_savings_product_charge,ods_fineract_m_savings_product_charge,DPST,DPST,存款与储蓄,master_or_reference,component_source,NONE,,"savings_product_id, charge_id",ods_full_snapshot,False,candidate,internal,已完成领域和处置分类；未通过独立粒度评审，保留 ODS 并作为后续维度、事实、快照或运维模型的候选组成来源。
m_share_account,ods_fineract_m_share_account,ASTM,INVS,投资、份额与资产持有,master_or_reference,standalone_dimension,DIM,dim_share_account,id,full_snapshot,True,human_reviewed,restricted,Durable account attributes remain dimensional while approved and pending shares require snapshots.
m_share_account_charge,ods_fineract_m_share_account_charge,ASTM,INVS,投资、份额与资产持有,master_or_reference,snapshot_source,DWD,dwd_share_charge_snapshot,id,full_replay,True,human_reviewed,restricted,Source lacks a reliable event date and represents current charge settlement state.
m_share_account_charge_paid_by,ods_fineract_m_share_account_charge_paid_by,ASTM,INVS,投资、份额与资产持有,event_or_relation,standalone_fact,DWD,dwd_share_charge_allocation,"share_transaction_id, charge_transaction_id, id",full_replay,True,human_reviewed,restricted,Allocation requires parent share transaction date and account context.
m_share_account_dividend_details,ods_fineract_m_share_account_dividend_details,ASTM,INVS,投资、份额与资产持有,master_or_reference,standalone_fact,DWD,dwd_share_dividend,"dividend_pay_out_id, account_id, id",full_replay,True,human_reviewed,restricted,Detail must join the payout header to obtain product and dividend-period context.
m_share_account_transactions,ods_fineract_m_share_account_transactions,ASTM,INVS,投资、份额与资产持有,event_or_relation,standalone_fact,DWD,dwd_share_transaction,id,full_replay,True,human_reviewed,restricted,"Source has dated share, amount and charge measures at transaction grain."
m_share_product,ods_fineract_m_share_product,ASTM,INVS,投资、份额与资产持有,master_or_reference,standalone_dimension,DIM,dim_share_product,id,full_snapshot,True,human_reviewed,internal,Share product is reusable reference data; dated market value is a separate fact.
m_share_product_charge,ods_fineract_m_share_product_charge,ASTM,INVS,投资、份额与资产持有,master_or_reference,component_source,NONE,,"product_id, charge_id",ods_full_snapshot,True,candidate,internal,已完成领域和处置分类；未通过独立粒度评审，保留 ODS 并作为后续维度、事实、快照或运维模型的候选组成来源。
m_share_product_dividend_pay_out,ods_fineract_m_share_product_dividend_pay_out,ASTM,INVS,投资、份额与资产持有,master_or_reference,component_source,NONE,,id,ods_full_snapshot,True,candidate,internal,已完成领域和处置分类；未通过独立粒度评审，保留 ODS 并作为后续维度、事实、快照或运维模型的候选组成来源。
m_share_product_market_price,ods_fineract_m_share_product_market_price,ASTM,INVS,投资、份额与资产持有,master_or_reference,snapshot_source,DWD,dwd_share_market_price,"product_id, from_date",full_replay,True,human_reviewed,internal,Source is a dated price observation and share_value must be labeled as an atomic metric.
m_staff,ods_fineract_m_staff,CHNL,ORGN,机构与员工,master_or_reference,standalone_dimension,DIM,dim_staff,id,full_snapshot,False,human_reviewed,restricted,Office and active state change over time and need SCD semantics.
m_staff_assignment_history,ods_fineract_m_staff_assignment_history,CHNL,ORGN,机构与员工,event_or_relation,standalone_fact,DWD,dwd_staff_assignment,id,full_replay,False,human_reviewed,restricted,Assignment is a factless effective relationship and uses the canonical operations process.
m_survey_components,ods_fineract_m_survey_components,CHNL,CHNL,渠道与客户服务,master_or_reference,component_source,NONE,,id,ods_full_snapshot,True,candidate,internal,已完成领域和处置分类；未通过独立粒度评审，保留 ODS 并作为后续维度、事实、快照或运维模型的候选组成来源。
m_survey_lookup_tables,ods_fineract_m_survey_lookup_tables,CHNL,CHNL,渠道与客户服务,master_or_reference,component_source,NONE,,id,ods_full_snapshot,True,candidate,internal,已完成领域和处置分类；未通过独立粒度评审，保留 ODS 并作为后续维度、事实、快照或运维模型的候选组成来源。
m_survey_questions,ods_fineract_m_survey_questions,CHNL,CHNL,渠道与客户服务,master_or_reference,component_source,NONE,,id,ods_full_snapshot,True,candidate,internal,已完成领域和处置分类；未通过独立粒度评审，保留 ODS 并作为后续维度、事实、快照或运维模型的候选组成来源。
m_survey_responses,ods_fineract_m_survey_responses,CHNL,CHNL,渠道与客户服务,master_or_reference,component_source,NONE,,id,ods_full_snapshot,True,candidate,internal,已完成领域和处置分类；未通过独立粒度评审，保留 ODS 并作为后续维度、事实、快照或运维模型的候选组成来源。
m_survey_scorecards,ods_fineract_m_survey_scorecards,CHNL,CHNL,渠道与客户服务,master_or_reference,standalone_fact,DWD,dwd_survey_response,id,full_replay,True,human_reviewed,restricted,"Source has explicit survey, question, response, customer and creation-time roles."
m_surveys,ods_fineract_m_surveys,CHNL,CHNL,渠道与客户服务,master_or_reference,standalone_dimension,DIM,dim_survey,id,full_snapshot,True,human_reviewed,internal,Survey header is reusable reference data for question and response facts.
m_tax_component,ods_fineract_m_tax_component,OTHR,PROD,产品、定价与税费,master_or_reference,component_source,NONE,,id,ods_full_snapshot,False,candidate,internal,已完成领域和处置分类；未通过独立粒度评审，保留 ODS 并作为后续维度、事实、快照或运维模型的候选组成来源。
m_tax_component_history,ods_fineract_m_tax_component_history,OTHR,PROD,产品、定价与税费,event_or_relation,component_source,NONE,,id,ods_full_snapshot,False,candidate,internal,已完成领域和处置分类；未通过独立粒度评审，保留 ODS 并作为后续维度、事实、快照或运维模型的候选组成来源。
m_tax_group,ods_fineract_m_tax_group,OTHR,PROD,产品、定价与税费,master_or_reference,component_source,NONE,,id,ods_full_snapshot,False,candidate,internal,已完成领域和处置分类；未通过独立粒度评审，保留 ODS 并作为后续维度、事实、快照或运维模型的候选组成来源。
m_tax_group_mappings,ods_fineract_m_tax_group_mappings,OTHR,PROD,产品、定价与税费,event_or_relation,bridge_source,NONE,,id,ods_full_snapshot,False,candidate,internal,已完成领域和处置分类；未通过独立粒度评审，保留 ODS 并作为后续维度、事实、快照或运维模型的候选组成来源。
m_tellers,ods_fineract_m_tellers,PAYM,PAYM,支付结算,master_or_reference,standalone_dimension,DIM,dim_teller,id,full_snapshot,False,human_reviewed,internal,Validity window and office/GL roles require effective-version semantics.
m_template,ods_fineract_m_template,OTHR,OTHR,其它银行运营,master_or_reference,rule_reference,NONE,,id,ods_full_snapshot,False,candidate,internal,已完成领域和处置分类；未通过独立粒度评审，保留 ODS 并作为后续维度、事实、快照或运维模型的候选组成来源。
m_template_m_templatemappers,ods_fineract_m_template_m_templatemappers,OTHR,OTHR,其它银行运营,master_or_reference,rule_reference,NONE,,source row,ods_full_snapshot,False,candidate,internal,已完成领域和处置分类；未通过独立粒度评审，保留 ODS 并作为后续维度、事实、快照或运维模型的候选组成来源。
m_templatemappers,ods_fineract_m_templatemappers,OTHR,OTHR,其它银行运营,master_or_reference,rule_reference,NONE,,id,ods_full_snapshot,False,candidate,internal,已完成领域和处置分类；未通过独立粒度评审，保留 ODS 并作为后续维度、事实、快照或运维模型的候选组成来源。
m_trial_balance,ods_fineract_m_trial_balance,OTHR,OTHR,其它银行运营,master_or_reference,snapshot_source,DWD,dwd_gl_trial_balance_snapshot,"office_id, account_id, entry_date",full_replay,False,human_reviewed,internal,"Source lacks a declared PK, so gold must validate uniqueness at the semantic composite grain."
m_wc_breach_configuration,ods_fineract_m_wc_breach_configuration,LOAN,WCLN,营运资金贷款,event_or_relation,rule_reference,NONE,,id,ods_full_snapshot,True,candidate,internal,已完成领域和处置分类；未通过独立粒度评审，保留 ODS 并作为后续维度、事实、快照或运维模型的候选组成来源。
m_wc_delinquency_configuration,ods_fineract_m_wc_delinquency_configuration,LOAN,WCLN,营运资金贷款,master_or_reference,rule_reference,NONE,,id,ods_full_snapshot,True,candidate,internal,已完成领域和处置分类；未通过独立粒度评审，保留 ODS 并作为后续维度、事实、快照或运维模型的候选组成来源。
m_wc_loan,ods_fineract_m_wc_loan,LOAN,WCLN,营运资金贷款,master_or_reference,standalone_dimension,DIM,dim_wc_loan_account,id,full_snapshot,True,human_reviewed,restricted,Durable account attributes belong in DIM while utilization and breach amounts require snapshots.
m_wc_loan_account_locks,ods_fineract_m_wc_loan_account_locks,LOAN,WCLN,营运资金贷款,technical,operational_only,NONE,,loan_id,ods_full_snapshot,True,candidate,internal,经人工复核不应直接生成分析事实；保留受控 ODS，并按明确的规则、关系或运维用途参与后续模型设计。
m_wc_loan_amortization_model,ods_fineract_m_wc_loan_amortization_model,LOAN,WCLN,营运资金贷款,master_or_reference,component_source,NONE,,id,ods_full_snapshot,True,candidate,internal,已完成领域和处置分类；未通过独立粒度评审，保留 ODS 并作为后续维度、事实、快照或运维模型的候选组成来源。
m_wc_loan_balance,ods_fineract_m_wc_loan_balance,LOAN,WCLN,营运资金贷款,master_or_reference,snapshot_source,DWD,dwd_wc_loan_balance_snapshot,"wc_loan_id, snapshot_date",full_replay,True,human_reviewed,restricted,"Source holds current cumulative balances without a business date, so ETL must add snapshot_date."
m_wc_loan_breach_action,ods_fineract_m_wc_loan_breach_action,LOAN,WCLN,营运资金贷款,event_or_relation,standalone_fact,DWD,dwd_wc_breach_event,id,full_replay,True,human_reviewed,restricted,Breach interval is valid after replacing the invalid generated WC process code.
m_wc_loan_breach_reset_history,ods_fineract_m_wc_loan_breach_reset_history,LOAN,WCLN,营运资金贷款,event_or_relation,component_source,NONE,,id,ods_full_snapshot,True,candidate,internal,已完成领域和处置分类；未通过独立粒度评审，保留 ODS 并作为后续维度、事实、快照或运维模型的候选组成来源。
m_wc_loan_breach_schedule,ods_fineract_m_wc_loan_breach_schedule,LOAN,WCLN,营运资金贷款,event_or_relation,component_source,NONE,,id,ods_full_snapshot,True,candidate,internal,已完成领域和处置分类；未通过独立粒度评审，保留 ODS 并作为后续维度、事实、快照或运维模型的候选组成来源。
m_wc_loan_charge,ods_fineract_m_wc_loan_charge,LOAN,WCLN,营运资金贷款,master_or_reference,component_source,NONE,,id,ods_full_snapshot,True,candidate,internal,已完成领域和处置分类；未通过独立粒度评审，保留 ODS 并作为后续维度、事实、快照或运维模型的候选组成来源。
m_wc_loan_delinquency_action,ods_fineract_m_wc_loan_delinquency_action,LOAN,WCLN,营运资金贷款,event_or_relation,component_source,NONE,,id,ods_full_snapshot,True,candidate,internal,已完成领域和处置分类；未通过独立粒度评审，保留 ODS 并作为后续维度、事实、快照或运维模型的候选组成来源。
m_wc_loan_delinquency_range_schedule,ods_fineract_m_wc_loan_delinquency_range_schedule,LOAN,WCLN,营运资金贷款,event_or_relation,component_source,NONE,,id,ods_full_snapshot,True,candidate,internal,已完成领域和处置分类；未通过独立粒度评审，保留 ODS 并作为后续维度、事实、快照或运维模型的候选组成来源。
m_wc_loan_disbursement_detail,ods_fineract_m_wc_loan_disbursement_detail,LOAN,WCLN,营运资金贷款,master_or_reference,standalone_fact,DWD,dwd_wc_loan_disbursement,id,full_replay,True,human_reviewed,restricted,Source has expected and actual disbursement dates and amounts at tranche grain.
m_wc_loan_near_breach_action,ods_fineract_m_wc_loan_near_breach_action,LOAN,WCLN,营运资金贷款,event_or_relation,component_source,NONE,,id,ods_full_snapshot,True,candidate,internal,已完成领域和处置分类；未通过独立粒度评审，保留 ODS 并作为后续维度、事实、快照或运维模型的候选组成来源。
m_wc_loan_note,ods_fineract_m_wc_loan_note,LOAN,WCLN,营运资金贷款,master_or_reference,component_source,NONE,,id,ods_full_snapshot,True,candidate,restricted,已完成领域和处置分类；未通过独立粒度评审，保留 ODS 并作为后续维度、事实、快照或运维模型的候选组成来源。
m_wc_loan_originator_mapping,ods_fineract_m_wc_loan_originator_mapping,LOAN,WCLN,营运资金贷款,event_or_relation,bridge_source,NONE,,id,ods_full_snapshot,True,candidate,internal,已完成领域和处置分类；未通过独立粒度评审，保留 ODS 并作为后续维度、事实、快照或运维模型的候选组成来源。
m_wc_loan_payment_allocation_rule,ods_fineract_m_wc_loan_payment_allocation_rule,LOAN,WCLN,营运资金贷款,master_or_reference,rule_reference,NONE,,id,ods_full_snapshot,True,candidate,internal,经人工复核不应直接生成分析事实；保留受控 ODS，并按明确的规则、关系或运维用途参与后续模型设计。
m_wc_loan_period_payment_rate_change,ods_fineract_m_wc_loan_period_payment_rate_change,LOAN,WCLN,营运资金贷款,master_or_reference,component_source,NONE,,id,ods_full_snapshot,True,candidate,internal,已完成领域和处置分类；未通过独立粒度评审，保留 ODS 并作为后续维度、事实、快照或运维模型的候选组成来源。
m_wc_loan_product,ods_fineract_m_wc_loan_product,LOAN,WCLN,营运资金贷款,master_or_reference,standalone_dimension,DIM,dim_wc_loan_product,id,full_snapshot,True,human_reviewed,internal,Working-capital loan product is reusable product reference data.
m_wc_loan_product_configurable_attributes,ods_fineract_m_wc_loan_product_configurable_attributes,LOAN,WCLN,营运资金贷款,master_or_reference,component_source,NONE,,id,ods_full_snapshot,True,candidate,internal,已完成领域和处置分类；未通过独立粒度评审，保留 ODS 并作为后续维度、事实、快照或运维模型的候选组成来源。
m_wc_loan_product_payment_allocation_rule,ods_fineract_m_wc_loan_product_payment_allocation_rule,LOAN,WCLN,营运资金贷款,event_or_relation,rule_reference,NONE,,id,ods_full_snapshot,True,candidate,internal,已完成领域和处置分类；未通过独立粒度评审，保留 ODS 并作为后续维度、事实、快照或运维模型的候选组成来源。
m_wc_loan_range_delinquency_tag,ods_fineract_m_wc_loan_range_delinquency_tag,LOAN,WCLN,营运资金贷款,master_or_reference,component_source,NONE,,id,ods_full_snapshot,True,candidate,internal,已完成领域和处置分类；未通过独立粒度评审，保留 ODS 并作为后续维度、事实、快照或运维模型的候选组成来源。
m_wc_loan_transaction,ods_fineract_m_wc_loan_transaction,LOAN,WCLN,营运资金贷款,event_or_relation,standalone_fact,DWD,dwd_wc_loan_transaction,id,full_replay,True,human_reviewed,restricted,"Source is a dated working-capital transaction with amount, reversal and classification semantics."
m_wc_loan_transaction_allocation,ods_fineract_m_wc_loan_transaction_allocation,LOAN,WCLN,营运资金贷款,event_or_relation,component_source,NONE,,id,ods_full_snapshot,True,candidate,internal,已完成领域和处置分类；未通过独立粒度评审，保留 ODS 并作为后续维度、事实、快照或运维模型的候选组成来源。
m_wc_loan_transaction_relation,ods_fineract_m_wc_loan_transaction_relation,LOAN,WCLN,营运资金贷款,event_or_relation,bridge_source,NONE,,id,ods_full_snapshot,True,candidate,internal,已完成领域和处置分类；未通过独立粒度评审，保留 ODS 并作为后续维度、事实、快照或运维模型的候选组成来源。
m_wc_near_breach,ods_fineract_m_wc_near_breach,LOAN,WCLN,营运资金贷款,event_or_relation,component_source,NONE,,id,ods_full_snapshot,True,candidate,internal,已完成领域和处置分类；未通过独立粒度评审，保留 ODS 并作为后续维度、事实、快照或运维模型的候选组成来源。
m_working_days,ods_fineract_m_working_days,CHNL,ORGN,机构与员工,master_or_reference,standalone_dimension,DIM,dim_working_day_rule,id,full_snapshot,False,human_reviewed,internal,Singleton working-day configuration is a valid rule dimension when scope is explicit.
mix_taxonomy,ods_fineract_mix_taxonomy,OTHR,OTHR,其它银行运营,master_or_reference,component_source,NONE,,id,ods_full_snapshot,False,candidate,internal,已完成领域和处置分类；未通过独立粒度评审，保留 ODS 并作为后续维度、事实、快照或运维模型的候选组成来源。
mix_taxonomy_mapping,ods_fineract_mix_taxonomy_mapping,OTHR,OTHR,其它银行运营,event_or_relation,bridge_source,NONE,,id,ods_full_snapshot,False,candidate,restricted,已完成领域和处置分类；未通过独立粒度评审，保留 ODS 并作为后续维度、事实、快照或运维模型的候选组成来源。
mix_xbrl_namespace,ods_fineract_mix_xbrl_namespace,OTHR,OTHR,其它银行运营,master_or_reference,component_source,NONE,,id,ods_full_snapshot,False,candidate,internal,已完成领域和处置分类；未通过独立粒度评审，保留 ODS 并作为后续维度、事实、快照或运维模型的候选组成来源。
notification_generator,ods_fineract_notification_generator,CHNL,CHNL,渠道与客户服务,master_or_reference,component_source,NONE,,id,ods_full_snapshot,False,candidate,restricted,已完成领域和处置分类；未通过独立粒度评审，保留 ODS 并作为后续维度、事实、快照或运维模型的候选组成来源。
notification_mapper,ods_fineract_notification_mapper,CHNL,CHNL,渠道与客户服务,master_or_reference,component_source,NONE,,id,ods_full_snapshot,False,candidate,internal,已完成领域和处置分类；未通过独立粒度评审，保留 ODS 并作为后续维度、事实、快照或运维模型的候选组成来源。
oauth_access_token,ods_fineract_oauth_access_token,OTHR,OPER,平台运营与安全,technical,security_excluded,NONE,,source row,ods_full_snapshot,False,security_reviewed,restricted,包含密码、令牌或认证凭据，仅保留受限 ODS，禁止进入普通分析层。
oauth_client_details,ods_fineract_oauth_client_details,OTHR,OPER,平台运营与安全,technical,security_excluded,NONE,,client_id,ods_full_snapshot,False,security_reviewed,restricted,包含密码、令牌或认证凭据，仅保留受限 ODS，禁止进入普通分析层。
oauth_refresh_token,ods_fineract_oauth_refresh_token,OTHR,OPER,平台运营与安全,technical,security_excluded,NONE,,source row,ods_full_snapshot,False,security_reviewed,restricted,包含密码、令牌或认证凭据，仅保留受限 ODS，禁止进入普通分析层。
ppi_likelihoods,ods_fineract_ppi_likelihoods,CHNL,CHNL,渠道与客户服务,master_or_reference,component_source,NONE,,id,ods_full_snapshot,True,candidate,internal,已完成领域和处置分类；未通过独立粒度评审，保留 ODS 并作为后续维度、事实、快照或运维模型的候选组成来源。
ppi_likelihoods_ppi,ods_fineract_ppi_likelihoods_ppi,CHNL,CHNL,渠道与客户服务,master_or_reference,component_source,NONE,,id,ods_full_snapshot,True,candidate,internal,已完成领域和处置分类；未通过独立粒度评审，保留 ODS 并作为后续维度、事实、快照或运维模型的候选组成来源。
ppi_scores,ods_fineract_ppi_scores,CHNL,CHNL,渠道与客户服务,master_or_reference,component_source,NONE,,id,ods_full_snapshot,True,candidate,internal,已完成领域和处置分类；未通过独立粒度评审，保留 ODS 并作为后续维度、事实、快照或运维模型的候选组成来源。
r_enum_value,ods_fineract_r_enum_value,OTHR,OTHR,其它银行运营,master_or_reference,component_source,NONE,,"enum_name, enum_id",ods_full_snapshot,False,candidate,internal,已完成领域和处置分类；未通过独立粒度评审，保留 ODS 并作为后续维度、事实、快照或运维模型的候选组成来源。
ref_loan_transaction_processing_strategy,ods_fineract_ref_loan_transaction_processing_strategy,LOAN,LOAN,贷款与信贷,event_or_relation,rule_reference,NONE,,id,ods_full_snapshot,False,candidate,internal,已完成领域和处置分类；未通过独立粒度评审，保留 ODS 并作为后续维度、事实、快照或运维模型的候选组成来源。
request_audit_table,ods_fineract_request_audit_table,OTHR,RISK,风险、合规与审计,technical,security_excluded,NONE,,id,ods_full_snapshot,False,security_reviewed,restricted,包含密码、令牌或认证凭据，仅保留受限 ODS，禁止进入普通分析层。
rpt_sequence,ods_fineract_rpt_sequence,OTHR,OTHR,其它银行运营,technical,operational_only,NONE,,id,ods_full_snapshot,False,candidate,internal,已完成领域和处置分类；未通过独立粒度评审，保留 ODS 并作为后续维度、事实、快照或运维模型的候选组成来源。
scheduled_email_campaign,ods_fineract_scheduled_email_campaign,OTHR,OTHR,其它银行运营,technical,security_excluded,NONE,,id,ods_full_snapshot,False,security_reviewed,restricted,包含密码、令牌或认证凭据，仅保留受限 ODS，禁止进入普通分析层。
scheduled_email_configuration,ods_fineract_scheduled_email_configuration,OTHR,REFR,公共参考与元数据,technical,security_excluded,NONE,,id,ods_full_snapshot,False,security_reviewed,restricted,包含密码、令牌或认证凭据，仅保留受限 ODS，禁止进入普通分析层。
scheduled_email_messages_outbound,ods_fineract_scheduled_email_messages_outbound,OTHR,OTHR,其它银行运营,technical,security_excluded,NONE,,id,ods_full_snapshot,False,security_reviewed,restricted,包含密码、令牌或认证凭据，仅保留受限 ODS，禁止进入普通分析层。
scheduler_detail,ods_fineract_scheduler_detail,OTHR,OPER,平台运营与安全,technical,operational_only,NONE,,id,ods_full_snapshot,False,candidate,internal,已完成领域和处置分类；未通过独立粒度评审，保留 ODS 并作为后续维度、事实、快照或运维模型的候选组成来源。
sms_campaign,ods_fineract_sms_campaign,CHNL,CHNL,渠道与客户服务,technical,security_excluded,NONE,,id,ods_full_snapshot,False,security_reviewed,restricted,包含秘密、认证信息或高风险自由文本，仅保留受限 ODS，禁止进入普通分析层。
sms_messages_outbound,ods_fineract_sms_messages_outbound,CHNL,CHNL,渠道与客户服务,master_or_reference,component_source,NONE,,id,ods_full_snapshot,False,candidate,restricted,已完成领域和处置分类；未通过独立粒度评审，保留 ODS 并作为后续维度、事实、快照或运维模型的候选组成来源。
stretchy_parameter,ods_fineract_stretchy_parameter,OTHR,REFR,公共参考与元数据,technical,operational_only,NONE,,id,ods_full_snapshot,False,candidate,internal,已完成领域和处置分类；未通过独立粒度评审，保留 ODS 并作为后续维度、事实、快照或运维模型的候选组成来源。
stretchy_report,ods_fineract_stretchy_report,OTHR,REFR,公共参考与元数据,technical,operational_only,NONE,,id,ods_full_snapshot,False,candidate,internal,已完成领域和处置分类；未通过独立粒度评审，保留 ODS 并作为后续维度、事实、快照或运维模型的候选组成来源。
stretchy_report_parameter,ods_fineract_stretchy_report_parameter,OTHR,REFR,公共参考与元数据,technical,operational_only,NONE,,id,ods_full_snapshot,False,candidate,internal,已完成领域和处置分类；未通过独立粒度评审，保留 ODS 并作为后续维度、事实、快照或运维模型的候选组成来源。
twofactor_access_token,ods_fineract_twofactor_access_token,OTHR,OPER,平台运营与安全,technical,security_excluded,NONE,,id,ods_full_snapshot,False,security_reviewed,restricted,包含密码、令牌或认证凭据，仅保留受限 ODS，禁止进入普通分析层。
twofactor_configuration,ods_fineract_twofactor_configuration,OTHR,REFR,公共参考与元数据,technical,security_excluded,NONE,,id,ods_full_snapshot,False,security_reviewed,restricted,包含密码、令牌或认证凭据，仅保留受限 ODS，禁止进入普通分析层。
x_registered_table,ods_fineract_x_registered_table,OTHR,OTHR,其它银行运营,master_or_reference,component_source,NONE,,registered_table_name,ods_full_snapshot,False,candidate,internal,已完成领域和处置分类；未通过独立粒度评审，保留 ODS 并作为后续维度、事实、快照或运维模型的候选组成来源。
x_table_column_code_mappings,ods_fineract_x_table_column_code_mappings,OTHR,REFR,公共参考与元数据,event_or_relation,bridge_source,NONE,,column_alias_name,ods_full_snapshot,False,candidate,internal,已完成领域和处置分类；未通过独立粒度评审，保留 ODS 并作为后续维度、事实、快照或运维模型的候选组成来源。
